,이름,포지션,출전,클린시트,실점,태클 횟수,태클 성공률,슛 블록 횟수,인터셉트 횟수,걷어내기 횟수,해딩 걷어내기 횟수,라인 밖으로 걷어내기 횟수,볼 소유권 가져오기 횟수,경합 승리,경합 실패,공중볼 경합 승리,공중볼 경합 패배,자책골,실점으로 이어진 실책,어시스트,패스 횟수,경기당 평균 패스 횟수,결정적 기회 창출 횟수,크로스 횟수,크로스 성공률,스루패스 횟수,긴 패스 성공률,경고,퇴장,반칙,옵사이드,골,해딩 골,오른발 골,왼발 골,골포스트,경기당 골,페널티킥 골,프리킥 골,슈팅 횟수,유효 수팅,슈팅 성공률,결정적 찬스 놓친 횟수,선방,페널티킥 선방,펀칭,공중볼 처리,캐칭,던지기 횟수,골킥
855,Layton Stewart ,공격수,0,,,0,,0,0,0,0,,,,,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
856,Marco Stiepermann ,미드필더,24,,,20,40%,7,5,16,12,,56,67,127,15,56,,0,0,404,16.83,1,6,0%,5,9,6,0,22,0,0,0,0,0,1,0,0,0,19,6,32%,0,,,,,,,
857,John Stones ,수비수,16,3,16,16,63%,1,9,31,16,0,69,66,30,44,24,0,0,0,"1,035",64.69,0,0,0%,0,52,0,0,5,1,0,0,0,0,0,,,,,,,,,,,,,,
858,Daniel Sturridge ,공격수,0,,,0,,0,0,0,0,,,,,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
859,Denis Su찼rez ,미드필더,0,,,0,0%,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
860,Andrew Surman ,미드필더,5,,,4,50%,1,1,4,3,,18,9,11,4,6,,0,0,127,25.4,0,3,67%,0,6,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0%,0,,,,,,,
861,Sam Surridge ,공격수,4,,,0,,0,1,0,0,,,,,,,,,0,9,2.25,0,1,,,,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0%,1,,,,,,,
862,Markus Suttner ,수비수,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
863,Alexander S첩rloth ,공격수,0,,,0,,0,0,0,0,,,,,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
864,Japhet Tanganga ,수비수,6,2,7,17,53%,1,11,29,21,1,27,45,32,18,11,0,1,0,201,33.5,0,2,0%,0,6,1,0,8,0,0,0,0,0,0,,,,,,,,,,,,,,
865,Shani Tarashaj ,공격수,0,,,0,,0,0,0,0,,,,,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
866,Matt Targett ,수비수,28,4,40,52,56%,1,56,68,31,0,122,113,121,37,38,0,0,2,947,33.82,8,81,27%,3,49,4,0,27,0,1,0,0,1,0,,,,,,,,,,,,,,
867,James Tarkowski ,수비수,38,15,50,66,65%,6,63,200,111,0,180,307,145,198,74,0,0,2,"1,350",35.53,6,4,0%,0,105,10,0,49,3,2,0,1,1,0,,,,,,,,,,,,,,
868,Percy Tau ,공격수,0,,,0,,0,0,0,0,,,,,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
869,Nikola Tavares ,수비수,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
870,Neil Taylor ,수비수,14,2,25,16,69%,1,20,27,8,0,56,33,34,9,15,0,0,0,419,29.93,1,9,11%,0,15,2,0,8,0,0,0,0,0,0,,,,,,,,,,,,,,
871,Slobodan Tedic ,공격수,0,,,0,,0,0,0,0,,,,,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
872,Nathan Tella ,미드필더,1,,,0,0%,0,0,0,0,,0,2,1,1,1,,0,0,1,1,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,100%,0,,,,,,,
873,Alexander Tettey ,미드필더,30,,,23,78%,10,43,67,28,,165,80,89,36,29,,0,1,"1,293",43.1,1,4,25%,1,47,5,0,21,0,1,0,0,1,2,0.03,0,0,23,4,17%,0,,,,,,,
874,Bobby Thomas ,수비수,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
875,Dominic Thompson ,수비수,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
876,Youri Tielemans ,미드필더,37,,,52,56%,21,22,12,4,,188,155,156,26,30,,0,6,"1,780",48.11,8,81,19%,13,99,2,0,32,1,3,0,2,1,1,0.08,0,0,56,13,23%,1,,,,,,,
877,Kieran Tierney ,수비수,15,1,16,20,80%,1,9,30,10,0,60,53,35,9,15,0,0,1,441,29.4,1,44,18%,0,18,2,0,8,0,1,0,0,1,0,,,,,,,,,,,,,,
878,Timi Odusina ,수비수,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
879,Tom Dele-Bashiru ,미드필더,0,,,0,0%,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
880,James Tomkins ,수비수,18,3,23,29,59%,0,21,99,42,0,82,100,53,60,32,0,0,1,671,37.28,0,1,0%,1,46,5,0,14,1,1,1,0,0,0,,,,,,,,,,,,,,
881,Fikayo Tomori ,수비수,15,4,18,29,55%,1,22,42,19,0,95,78,47,34,28,0,0,0,"1,151",76.73,0,4,25%,3,42,3,0,7,1,1,0,1,0,0,,,,,,,,,,,,,,
882,Toni Mart챠nez ,공격수,0,,,0,,0,0,0,0,,,,,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
883,Lucas Torreira ,미드필더,29,,,31,52%,4,34,22,10,,107,101,81,11,21,,0,1,903,31.14,0,12,25%,2,34,7,0,24,0,1,0,1,0,0,0.03,0,0,21,6,29%,1,,,,,,,
884,Tosin Adarabioyo ,수비수,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
885,Cenk Tosun ,공격수,10,,,4,,3,0,2,2,,,,,,,,,0,98,9.8,1,4,,,,0,0,8,2,2,2,0,0,0,0.2,0,0,15,5,33%,1,,,,,,,
886,Andros Townsend ,미드필더,24,,,34,62%,4,15,6,2,,97,102,92,5,11,,1,1,393,16.38,3,67,24%,1,11,0,0,9,1,1,0,0,1,0,0.04,0,0,12,5,42%,0,,,,,,,
887,Adama Traor챕 ,공격수,37,,,33,,15,13,13,8,,,,,,,,,9,713,19.27,10,183,,,,1,0,39,6,4,0,4,0,2,0.11,0,0,43,12,28%,4,,,,,,,
888,Mark Travers ,골키퍼,1,0,3,,,,,,,,,,,,,0,1,0,25,25,,,,,2,0,0,0,,0,,,,,,,,,,,,2,0,0,0,0,5,7
889,Tr챕z챕guet ,미드필더,34,,,38,42%,22,25,14,9,,79,128,166,29,44,,0,1,364,10.71,0,67,16%,0,9,2,1,35,6,6,0,5,1,2,0.18,0,0,50,17,34%,3,,,,,,,
890,Kieran Trippier ,수비수,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
891,Leandro Trossard ,공격수,31,,,22,,8,9,6,2,,,,,,,,,3,710,22.9,5,75,,,,0,0,14,4,5,0,3,2,2,0.16,0,0,41,12,29%,8,,,,,,,
892,Tom Trybull ,미드필더,16,,,39,64%,3,16,32,14,,63,79,92,24,15,,0,0,615,38.44,0,0,0%,0,27,2,0,26,2,0,0,0,0,0,0,0,0,11,2,18%,0,,,,,,,
893,Aaron Tshibola ,미드필더,0,,,0,0%,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
894,Axel Tuanzebe ,수비수,5,0,3,2,100%,0,5,4,3,0,15,8,20,3,12,0,1,0,136,27.2,0,1,0%,0,4,0,0,3,0,0,0,0,0,0,,,,,,,,,,,,,,
895,Joe Tupper ,골키퍼,0,0,0,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0
896,Tyler Smith ,공격수,0,,,0,,0,0,0,0,,,,,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
897,Ike Ugbo ,공격수,0,,,0,,0,0,0,0,,,,,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
898,Leonardo Ulloa ,공격수,0,,,0,,0,0,0,0,,,,,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
899,Luis Antonio Valencia ,수비수,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
900,Yan Valery ,수비수,11,0,20,20,35%,1,13,29,10,0,45,62,64,20,17,0,2,0,222,20.18,2,11,18%,1,6,1,0,7,3,0,0,0,0,0,,,,,,,,,,,,,,
901,Jes첬s Vallejo ,수비수,2,0,6,1,100%,0,2,7,2,0,11,8,7,5,3,0,0,0,118,59,0,1,100%,0,8,1,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,
902,Patrick van Aanholt ,수비수,29,8,38,43,53%,9,45,44,22,1,176,83,88,17,16,1,0,2,"1,216",41.93,5,92,34%,2,30,0,0,9,2,3,0,0,3,1,,,,,,,,,,,,,,
903,Sepp van den Berg ,수비수,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
904,Virgil van Dijk ,수비수,38,15,33,23,52%,5,40,162,83,1,220,239,81,191,60,0,1,1,"3,259",85.76,2,0,0%,7,205,1,0,16,1,5,5,0,0,1,,,,,,,,,,,,,,
905,Marco van Ginkel ,미드필더,0,,,0,0%,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
906,Jamie Vardy ,공격수,35,,,15,,18,2,22,17,,,,,,,,,5,442,12.63,12,31,,,,2,0,20,28,23,3,11,9,4,0.66,4,0,89,43,48%,18,,,,,,,
907,Indiana Vassilev ,공격수,4,,,0,,0,0,0,0,,,,,,,,,0,11,2.75,0,0,,,,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0%,0,,,,,,,
908,Michael Verrips ,골키퍼,0,0,0,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0
909,Jan Vertonghen ,수비수,23,4,24,40,60%,1,33,66,32,0,108,121,52,59,25,0,0,1,"1,101",47.87,2,19,5%,0,40,2,0,7,0,1,1,0,0,0,,,,,,,,,,,,,,
910,Jannik Vestergaard ,수비수,19,4,26,19,63%,2,26,97,50,0,80,112,58,81,29,0,0,0,822,43.26,1,1,100%,0,42,3,0,9,0,1,1,0,0,1,,,,,,,,,,,,,,
911,Nikola Vlasic ,미드필더,0,,,0,0%,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
912,Sam Vokes ,공격수,0,,,0,,0,0,0,0,,,,,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
913,Jake Vokins ,수비수,1,0,1,2,100%,0,0,1,0,0,1,3,2,0,0,0,0,0,58,58,0,1,0%,0,3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
914,Michel Vorm ,골키퍼,0,0,0,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0
915,Mario Vrancic ,미드필더,20,,,27,59%,5,10,3,2,,46,53,46,8,9,,1,0,452,22.6,1,6,0%,3,16,3,0,13,1,1,0,1,0,0,0.05,0,0,14,3,21%,2,,,,,,,
916,Matej Vydra ,공격수,19,,,4,,1,1,6,4,,,,,,,,,1,136,7.16,1,3,,,,0,0,1,3,2,0,1,1,1,0.11,0,0,18,10,56%,7,,,,,,,
917,Theo Walcott ,공격수,25,,,13,,12,8,1,0,,,,,,,,,3,354,14.16,7,42,,,,1,0,9,10,2,1,1,0,1,0.08,0,0,31,10,32%,5,,,,,,,
918,Kyle Walker ,수비수,29,10,24,28,64%,5,28,35,15,1,144,96,99,30,33,0,0,4,"1,939",66.86,1,54,19%,1,125,5,0,27,3,1,0,0,1,0,,,,,,,,,,,,,,
919,Kyle Walker-Peters ,수비수,13,2,12,21,62%,2,17,22,10,0,75,77,53,9,19,0,0,0,532,40.92,2,19,5%,0,14,1,0,7,2,0,0,0,0,0,,,,,,,,,,,,,,
920,Jonathan Walters ,공격수,0,,,0,,0,0,0,0,,,,,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
921,Christian Walton ,골키퍼,0,0,0,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0
922,Aaron Wan-Bissaka ,수비수,35,11,33,129,62%,2,66,58,26,0,179,226,148,24,35,0,0,4,"1,651",47.17,4,103,14%,2,33,8,0,21,1,0,0,0,0,0,,,,,,,,,,,,,,
923,Victor Wanyama ,미드필더,2,,,0,0%,0,0,0,0,,4,3,1,1,0,,0,0,19,9.5,0,0,0%,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
924,Stephen Ward ,수비수,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
925,James Ward-Prowse ,미드필더,38,,,92,52%,14,60,71,38,,249,218,202,73,65,,0,3,"1,666",43.84,7,267,22%,2,81,9,0,57,0,5,0,4,1,1,0.13,1,2,57,26,46%,5,,,,,,,
926,Conor Washington ,공격수,0,,,0,,0,0,0,0,,,,,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
927,Elliot Watt ,미드필더,0,,,0,0%,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
928,Kelland Watts ,수비수,1,0,1,1,0%,0,0,0,0,0,1,1,0,0,0,0,0,0,3,3,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
929,Adam Webster ,수비수,31,5,44,30,57%,3,45,107,53,0,177,170,104,111,65,1,1,1,"1,880",60.65,2,6,33%,1,114,4,0,13,0,3,2,1,0,0,,,,,,,,,,,,,,
930,Danny Welbeck ,공격수,18,,,14,,4,5,5,4,,,,,,,,,0,165,9.17,0,1,,,,0,0,9,2,2,0,1,1,0,0.11,0,0,22,9,41%,5,,,,,,,
931,Nahki Wells ,공격수,0,,,0,,0,0,0,0,,,,,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
932,Wesley ,공격수,21,,,15,,8,4,23,18,,,,,,,,,1,367,17.48,1,7,,,,3,0,43,14,5,0,5,0,1,0.24,0,0,35,18,51%,5,,,,,,,
933,Ashley Westwood ,미드필더,35,,,54,61%,5,32,26,8,,262,110,112,16,26,,0,6,"1,741",49.74,11,146,27%,4,116,9,0,33,1,2,0,2,0,0,0.06,0,0,13,3,23%,0,,,,,,,
934,Glenn Whelan ,미드필더,0,,,0,0%,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
935,Ben White ,수비수,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
936,Alfie Whiteman ,골키퍼,0,0,0,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0
937,Connor Wickham ,공격수,6,,,1,,0,1,0,0,,,,,,,,,1,46,7.67,1,0,,,,0,0,4,1,1,0,1,0,0,0.17,0,0,3,2,67%,1,,,,,,,
938,Georginio Wijnaldum ,미드필더,37,,,38,53%,5,17,33,18,,189,141,158,30,51,,0,0,"1,625",43.92,0,5,20%,0,41,0,0,15,1,4,1,3,0,0,0.11,0,0,36,15,42%,2,,,,,,,
939,Yanic Wildschut ,공격수,0,,,0,,0,0,0,0,,,,,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
940,Wilfred Ndidi ,미드필더,32,,,128,52%,7,80,61,25,,271,260,203,83,69,,1,1,"1,669",52.16,0,3,0%,2,79,6,0,56,1,2,1,1,0,1,0.06,0,0,26,3,12%,0,,,,,,,
941,Jetro Willems ,수비수,19,2,24,37,51%,5,17,38,22,0,95,97,65,22,16,0,0,2,429,22.58,2,32,16%,1,9,0,0,10,1,2,0,2,0,0,,,,,,,,,,,,,,
942,Joe Williams ,미드필더,0,,,0,0%,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
943,Willian ,공격수,36,,,45,,23,20,7,3,,,,,,,,,7,"1,436",39.89,12,174,,,,4,0,17,4,9,0,9,0,1,0.25,4,1,71,29,41%,4,,,,,,,
944,Joseph Willock ,미드필더,29,,,25,64%,3,4,9,4,,62,67,63,8,14,,0,1,343,11.83,1,9,22%,2,13,2,0,10,0,1,0,1,0,0,0.03,0,0,15,5,33%,2,,,,,,,
945,Ben Wilmot ,수비수,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
946,Jack Wilshere ,미드필더,8,,,1,0%,0,1,0,0,,11,16,18,6,1,,0,0,75,9.38,0,0,0%,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
947,Callum Wilson ,공격수,35,,,12,,10,4,16,12,,,,,,,,,1,510,14.57,4,27,,,,10,0,55,32,8,1,5,2,0,0.23,0,0,55,21,38%,10,,,,,,,
948,Harry Winks ,미드필더,31,,,40,60%,4,36,30,9,,162,92,90,14,8,,0,0,"1,694",54.65,1,28,21%,5,78,9,0,24,0,0,0,0,0,0,0,0,0,14,2,14%,0,,,,,,,
949,Ben Winterbottom ,골키퍼,0,0,0,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0
950,Henry Wise ,미드필더,0,,,0,0%,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
951,Chris Wood ,공격수,32,,,7,,8,4,18,14,,,,,,,,,1,460,14.38,1,8,,,,1,0,34,35,14,5,4,5,0,0.44,1,0,65,31,48%,20,,,,,,,
952,Ben Woodburn ,공격수,0,,,0,0%,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
953,Freddie Woodman ,골키퍼,0,0,0,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0
954,Sam Woods ,수비수,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
955,Callum Wright ,미드필더,0,,,0,0%,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
956,Xande Silva ,공격수,0,,,0,,0,0,0,0,,,,,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
957,Granit Xhaka ,미드필더,31,,,45,56%,3,21,55,36,,195,147,158,45,55,,0,2,"1,903",61.39,1,16,19%,4,126,10,0,56,0,1,0,0,1,0,0.03,0,0,11,3,27%,0,,,,,,,
958,Romaric Yapi ,수비수,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
959,Andriy Yarmolenko ,공격수,23,,,13,,4,6,4,3,,,,,,,,,1,403,17.52,6,20,,,,2,0,16,8,5,0,0,5,1,0.22,0,0,26,13,50%,2,,,,,,,
960,DeAndre Yedlin ,수비수,16,1,18,18,72%,0,10,16,6,1,38,36,39,8,13,0,0,0,246,15.38,0,28,21%,0,13,3,0,8,2,1,1,0,0,0,,,,,,,,,,,,,,
961,Maya Yoshida ,수비수,8,1,18,8,63%,0,4,25,14,0,33,27,16,14,7,0,0,0,267,33.38,0,0,0%,0,15,1,0,3,0,0,0,0,0,0,,,,,,,,,,,,,,
962,Ashley Young ,수비수,12,2,10,14,50%,0,11,22,12,0,59,50,47,14,7,0,0,0,571,47.58,2,62,35%,0,27,5,0,14,0,0,0,0,0,0,,,,,,,,,,,,,,
963,Pablo Zabaleta ,수비수,10,0,14,18,56%,0,14,16,9,0,27,37,28,8,12,0,0,0,249,24.9,1,16,6%,0,6,2,0,7,0,0,0,0,0,0,,,,,,,,,,,,,,
964,Wilfried Zaha ,공격수,38,,,43,,22,18,2,2,,,,,,,,,3,"1,094",28.79,4,68,,,,5,0,48,16,4,0,2,2,1,0.11,0,0,61,17,28%,5,,,,,,,
965,Davide Zappacosta ,수비수,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
966,Marvin Zeegelaar ,수비수,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
967,Jordan Zemura ,수비수,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
968,Karlo Ziger ,골키퍼,0,0,0,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0
969,Christoph Zimmermann ,수비수,17,3,27,32,66%,1,19,87,52,0,79,73,44,27,22,0,0,1,661,38.88,0,0,0%,0,46,3,0,9,0,0,0,0,0,0,,,,,,,,,,,,,,
970,Oleksandr Zinchenko ,수비수,19,,,31,61%,7,17,19,13,,82,62,64,26,22,,1,0,"1,210",63.68,2,52,25%,1,32,0,1,13,1,0,0,0,0,0,0,0,0,16,3,19%,0,,,,,,,
971,Richairo Zivkovic ,공격수,5,,,2,,1,0,0,0,,,,,,,,,0,18,3.6,0,1,,,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0%,0,,,,,,,
972,Nabili Zoubdi Touaizi ,공격수,0,,,0,,0,0,0,0,,,,,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
973,Kurt Zouma ,수비수,28,7,37,23,61%,1,58,112,60,0,150,150,80,106,38,1,0,0,"2,080",74.29,0,0,0%,0,139,6,0,30,1,0,0,0,0,0,,,,,,,,,,,,,,
